"Type";"Title";"Group";"Publish Date";"Status";"Description";"pdf"
"ECC Recommendations";"T/R 52-01";"WGFM";"1991-01-31";"Withdrawn";"Designation of a harmonised frequency band for multipoint video distribution systems in Europe";"http://docdb.cept.org/download/2559"
"ECC Recommendations";"T/R 52-02";"WGFM";"1997-02-20";"Withdrawn";"Introduction of terrestrial digital audio broadcasting (T-DAB)";"http://docdb.cept.org/download/2560"
"ECC Recommendations";"T/R 60-01";"SRDMG";"1988-09-15";"Withdrawn";"Low-power radiolocation equipment for detecting movement and for alert.

";"http://docdb.cept.org/download/2561"
"ECC Recommendations";"T/R 61-01";"RAFG";"2021-10-08";"Active";"Recommendation T/R of 1985 on CEPT Radio Amateur Licence. 

Latest update on 8 October 2021.";"http://docdb.cept.org/download/3496"
"ECC Recommendations";"T/R 61-02";"RAFG";"2020-06-12";"Active";"Recommendation T/R of 1990 on harmonised amateur radio examination certificates.

Latest amendment on 5 February 2016 and latest update on 12 June 2020.";"http://docdb.cept.org/download/2569"
"ECC Recommendations";"T/R 70-01";"WGFM";"1988-09-15";"Withdrawn";"Possible reduction in certain types of mutual interference between the broadcasting service and the mobile service";"http://docdb.cept.org/download/2570"
"ECC Recommendations";"T/R 70-02";"WGFM";"1988-09-15";"Active";"Recommendation T/R of 1988 on measures required to prevent unlawful use of radio equipment";"http://docdb.cept.org/download/2571"
"ECC Recommendations";"T/R 71-01";"WGRA";"1988-09-15";"Withdrawn";"Economy in the use of the frequency spectrum";"http://docdb.cept.org/download/2573"
"ECC Recommendations";"T/R 71-02";"WGRA";"1988-09-15";"Withdrawn";"Exchange of approval test reports for radio equipment";"http://docdb.cept.org/download/2574"
"ECC Recommendations";"T/R 71-03";"";"1994-07-29";"Withdrawn";"Procedures for type testing and approval for radio equipment intended for non-public systems.";"http://docdb.cept.org/download/2575"
"ECC Recommendations";"T/R 72-01";"WGFM";"1988-09-15";"Withdrawn";"Allocation of frequencies in the frequency bands between 29.7 and 960 MHz";"http://docdb.cept.org/download/2576"
"ECC Recommendations";"T/R 75-01";"WGRA";"1988-09-15";"Withdrawn";"Form of information for exchange between Administrations and between Administrations and international organisations in respect of frequency assignments";"http://docdb.cept.org/download/2577"
"ECC Recommendations";"T/R 75-02";"WGFM";"1991-01-31";"Withdrawn";"Use of frequencies in the band 862-960 MHz by the mobile except aeronautical mobile service";"http://docdb.cept.org/download/2578"
"ECC Recommendations";"T/R 75-03";"WGRA";"1988-09-15";"Withdrawn";"Utilisation of frequencies abroad for various applications";"http://docdb.cept.org/download/2579"
"ECC Recommendations";"T/R 75-04";"FM44";"1988-09-15";"Withdrawn";"Exchange of data between Administrations and between Administrations and international organisations relating to space systems";"http://docdb.cept.org/download/2581"
"ECC Reports";"CSI Report of 21 June 2001";;"2001-06-21";"Active";"Comprehensive Satellite Initiative";"http://docdb.cept.org/download/143"
"ECC Reports";"ECC Report 001";"SE24";"2002-02-19";"Active";"Compatibility between inductive LF and HF RFID transponder and other radio communications systems in the frequency ranges 135-148.5 kHz, 4.78-8.78 MHz and 11.56-15.56 MHz";"http://docdb.cept.org/download/229"
"ECC Reports";"ECC Report 002";"WGFM";"2002-04-04";"Active";"SAP/SAB (Incl. ENG/OB) spectrum use and future requirements";"http://docdb.cept.org/download/230"
"ECC Reports";"ECC Report 003";"SE19";"2002-04-04";"Active";"Fixed service in Europe current use and future trends POST-2002";"http://docdb.cept.org/download/233"
"ECC Reports";"ECC Report 004";"ECC";"2002-05-23";"Active";"Initial ideas concerning the revision of the Stockholm (1961) agreement";"http://docdb.cept.org/download/235"
"ECC Reports";"ECC Report 005";"SRDMG";"2002-06-19";"Active";"Adjacent band compatibility between GSM and TETRA Mobile Services at 915 MHz";"http://docdb.cept.org/download/238"
"ECC Reports";"ECC Report 006";"WGSE";"2002-06-19";"Active";"Technical impact on existing primary services in the band 2700 - 2900 MHz due to the proposed introduction of new systems";"http://docdb.cept.org/download/239"
"ECC Reports";"ECC Report 007";"SE24";"2002-04-04";"Active";"Compatibility between inductive LF RFID systems and radio communications systems in the frequency range 135 - 148.5 kHz";"http://docdb.cept.org/download/241"
"ECC Reports";"ECC Report 008";"WGNaN";"2002-04-09";"Active";"Application of the new EU regulatory framework to IP telephony";"http://docdb.cept.org/download/244"
"ECC Reports";"ECC Report 009";"WGNaN";"2002-04-09";"Active";"Economic and regulatory aspects of IP telephony";"http://docdb.cept.org/download/245"
"ECC Reports";"ECC Report 011";"SRDMG";"2002-05-29";"Active";"Strategic plans for the future use of the frequency bands 862-870 MHz and 2400-2483.5 MHz for Short Range Devices";"http://docdb.cept.org/download/248"
"ECC Reports";"ECC Report 012";"SE24";"2002-10-21";"Active";"Ultra Low Power Active Medical Implant systems (ULP-AMI)";"http://docdb.cept.org/download/250"
"ECC Reports";"ECC Report 013";"SE7";"2002-08-09";"Active";"Adjacent band compatibility between Short Range Devices and TETRA TAPS mobile services at 870 MHz";"http://docdb.cept.org/download/252"
"ECC Reports";"ECC Report 014";"SE7";"2002-08-09";"Active";"Adjacent band compatibility of UIC Direct mode with TETRA Advanced  Packet Data Service (TAPS)";"http://docdb.cept.org/download/253"
"ECC Reports";"ECC Report 015";"WGRA";"2002-10-04";"Active";"Market surveillance, radio equipment inspection, interference investigation, spectrum monitoring and the enforcement aspects of these activities";"http://docdb.cept.org/download/256"
"ECC Reports";"ECC Report 016";"WGRA";"2002-11-01";"Active";"Refarming and secondary trading in a changing radiocommunications world";"http://docdb.cept.org/download/258"
"ECC Reports";"ECC Report 017";"WGSE";"2002-10-12";"Active";"Sharing between EESS (Passive) and video SAP/SAB links in the band 10.6-10.68 GHz";"http://docdb.cept.org/download/259"
"ECC Reports";"ECC Report 018";"WGSE";"2002-10-12";"Active";"Compatibility and sharing studies between the RAS operating in the band 10.6-10.7 GHz and other services";"http://docdb.cept.org/download/262"
"ECC Reports";"ECC Report 019";"SE19";"2002-10-12";"Active";"Guidance material for assessing the spectrum requirements on the Fixed Service to provide infrastructure to support the UMTS/IMT-2000 networks";"http://docdb.cept.org/download/263"
"ECC Reports";"ECC Report 020";"SE19";"2002-10-12";"Active";"Methodology to determine the density of Fixed Service";"http://docdb.cept.org/download/265"
"ECC Reports";"ECC Report 021";"WGNaN";"2002-11-30";"Active";"Fixed to Mobile Interconnection";"http://docdb.cept.org/download/267"
"ECC Reports";"ECC Report 022";"SE7";"2003-05-22";"Active";"The technical impact of introducing TAPS on 12.5 / 25 kHz PMR/PAMR technologies in the 380-400, 410-430 and 450-470 MHz bands";"http://docdb.cept.org/download/269"
"ECC Reports";"ECC Report 023";"SE24";"2003-05-23";"Active";"Compatibility of automotive collision warning Short Range Radar operating at 24 GHz with FS, EESS and Radio Astronomy";"http://docdb.cept.org/download/271"
"ECC Reports";"ECC Report 024";"WGSE";"2003-05-28";"Active";"PLT, DSL, Cable Communications (including Cable TV), LANs and their effect on Radio Services";"http://docdb.cept.org/download/272"
"ECC Reports";"ECC Report 025";"WGFM";"2003-06-12";"Active";"Strategies for the European use of frequency spectrum for PMR/PAMR applications";"http://docdb.cept.org/download/276"
"ECC Reports";"ECC Report 026";"SE40";"2003-05-27";"Active";"The compatibility & sharing of the aeronautical mobile satellite service with existing services in the band 14.0-14.5 GHz";"http://docdb.cept.org/download/278"
"ECC Reports";"ECC Report 027";"ECC";"2003-03-27";"Active";"Next generation network developments and their implications for the new regulatory regime";"http://docdb.cept.org/download/280"
"ECC Reports";"ECC Report 028";"ECC";"2003-03-27";"Active";"Accounting rates and settlements evolution";"http://docdb.cept.org/download/282"
"ECC Reports";"ECC Report 029";"WGNaN";"2003-05-21";"Active";"Service provider access in Mobile Networks";"http://docdb.cept.org/download/284"
"ECC Reports";"ECC Report 030";"ECC";"2003-11-17";"Active";"Technical briefing: Mobile access to the Internet";"http://docdb.cept.org/download/286"
"ECC Reports";"ECC Report 031";"ECC";"2005-10-28";"Active";"Implementation of Mobile Number Portability in CEPT Countries
";"http://docdb.cept.org/download/287"
"ECC Reports";"ECC Report 032";"SE19";"2003-10-15";"Active";"Mechanisms to improve co-existence of Multipoint (MP) systems";"http://docdb.cept.org/download/290"
"ECC Reports";"ECC Report 033";"SE19";"2003-09-18";"Active";"The analysis of the coexistence of Point-to-Multipoint FWS cells
in the 3.4 - 3.8 GHz band";"http://docdb.cept.org/download/292"
"ECC Reports";"ECC Report 034";"SE7";"2003-09-16";"Active";"Compatibility between Narrowband digital PMR/PAMR and tactical radio relay in the 900 MHz band";"http://docdb.cept.org/download/294"
"ECC Reports";"ECC Report 035";"ECC";"2003-10-01";"Active";"Terrestrial Broadcasting Data";"http://docdb.cept.org/download/296"
"ECC Reports";"ECC Report 036";"WGNaN";"2003-11-17";"Active";"Implications for Numbering, Naming and Addressing of the convergence of the Internet and the Telco Networks";"http://docdb.cept.org/download/298"
"ECC Reports";"ECC Report 037";"SE24";"2004-02-18";"Active";"Compatibility of planned SRD applications with currently existing radiocommunication applications in the frequency band 863-870 MHz";"http://docdb.cept.org/download/300"
"ECC Reports";"ECC Report 038";"SE7";"2004-02-19";"Active";"The technical impact of  introducing CDMA-PAMR in the 870-876 / 915-921 MHz band on 12.5 kHz UIC DMO & 200 kHz GSM-R radio systems";"http://docdb.cept.org/download/306"
"ECC Reports";"ECC Report 039";"SE7";"2004-02-23";"Active";"The technical impact of introducing CDMA-PAMR on 12.5 / 25 kHz PMR/PAMR technologies in the 410-430 and 450-470 MHz bands";"http://docdb.cept.org/download/308"
"ECC Reports";"ECC Report 040";"SE7";"2004-02-23";"Active";"Adjacent band compatibility between CDMA-PAMR mobile services and Short Range Devices below 870 MHz";"http://docdb.cept.org/download/310"
"ECC Reports";"ECC Report 041";"SE7";"2004-02-20";"Active";"Adjacent band compatibility between GSM and CDMA-PAMR at 915 MHz";"http://docdb.cept.org/download/312"
"ECC Reports";"ECC Report 042";"SE7";"2004-02-20";"Active";"Spectrum efficiency of CDMA-PAMR and other wideband systems for PMR/PAMR";"http://docdb.cept.org/download/314"
"ECC Reports";"ECC Report 043";"ECC";"2003-11-07";"Active";"Dispute Resolution Settlement Procedures";"http://docdb.cept.org/download/316"
"ECC Reports";"ECC Report 044";"FM22";"2014-10-24";"Active";"Guidance for radio usage at special events";"http://docdb.cept.org/download/318"
"ECC Reports";"ECC Report 045";"ECC PT1";"2004-04-13";"Active";"Sharing and adjacent band compatibility between UMTS/IMT-2000 in the band 2500-2690 MHz and other services";"http://docdb.cept.org/download/320"
"ECC Reports";"ECC Report 046";"SE24";"2004-05-11";"Active";"Immunity of 24 GHz automotive SRRs operating on a non interference and non-protected basis from emissions of the primary Fixed Service operating in the 23 GHz and 26 GHz frequency bands";"http://docdb.cept.org/download/322"
"ECC Reports";"ECC Report 047";"SE40";"2004-05-14";"Active";"Protection of the Radio Astronomy Service from unwanted emissions of HEO BSS systems operating in the band 620-790 MHz";"http://docdb.cept.org/download/324"
"ECC Reports";"ECC Report 048";;"2004-05-14";"Withdrawn";"Protection of the Broadcasting Service from Broadcasting Satellite Service transmissions in the band 620-790 MHz";"http://docdb.cept.org/download/325"
"ECC Reports";"ECC Report 049";"WGNaN";"2004-04-27";"Active";"Technical criteria of Digital Video Broadcasting – Terrestrial (DVB-T) and Terrestrial – Digital Audio Broadcasting (T-DAB) allotment planning";"http://docdb.cept.org/download/327"
"ECC Reports";"ECC Report 050";"WGNaN";"2004-07-08";"Active";"Technical issues of establishing any-to-any 2-way real-time communications over the Internet";"http://docdb.cept.org/download/329"
"ECC Reports";"ECC Report 051";"WGNaN";"2004-07-08";"Active";"Voice quality over IP based networks";"http://docdb.cept.org/download/331"
"ECC Reports";"ECC Report 052";"WGNaN";"2004-07-08";"Active";"Short Message Service (SMS) in fixed and mobile networks";"http://docdb.cept.org/download/333"
"ECC Reports";"ECC Report 053";"WGRA";"2004-10-11";"Active";"Cost Allocation and Accounting systems used to finance the radio administration in CEPT countries";"http://docdb.cept.org/download/335"
"ECC Reports";"ECC Report 054";"SE19";"2004-10-25";"Active";"Analysis of increasing the EIRP of Terrestrial Fixed Links at around 58 GHz";"http://docdb.cept.org/download/337"
"ECC Reports";"ECC Report 055";"SE24";"2004-10-25";"Active";"Compatibility between existing and proposed SRDs and other radiocommunication applications in the 169.4-169.8 MHz frequency band";"http://docdb.cept.org/download/339"
"ECC Reports";"ECC Report 056";"SE24";"2004-10-26";"Active";"Compatibility of automotive collision warning Short Range Radar operating at 79 GHz with radiocommunication services";"http://docdb.cept.org/download/342"
"ECC Reports";"ECC Report 057";"WGRA";"2004-10-11";"Active";"(O)rlans in the frequency band 2400-2483.5 MHz";"http://docdb.cept.org/download/344"
"ECC Reports";"ECC Report 058";"SE7";"2004-10-26";"Active";"Compatibility between TETRA release 2 taps and tactical radio relays in the 870-876 and 915-921 MHz bands";"http://docdb.cept.org/download/346"
"ECC Reports";"ECC Report 059";"WGNaN";"2004-12-28";"Active";"Numbering for VoIP services";"http://docdb.cept.org/download/348"
"ECC Reports";"ECC Report 060";"WGNaN";"2005-05-10";"Active";"Number assignment pratices in CEPT countries";"http://docdb.cept.org/download/350"
"ECC Reports";"ECC Report 061";"WGRA";"2004-10-11";"Active";"Review of the current use of electronic processes within CEPT/ECC for licensing and information purposes";"http://docdb.cept.org/download/352"
"ECC Reports";"ECC Report 062";"WGNaN";"2004-11-22";"Active";"MMS-Multi Media Messaging and MMS-Interconnection";"http://docdb.cept.org/download/354"
"ECC Reports";"ECC Report 063";"WGFM";"2005-02-02";"Active";"Measurement using Fast Fourier Transform (FFT)";"http://docdb.cept.org/download/356"
"ECC Reports";"ECC Report 064";"SE24";"2005-02-25";"Active";"The protection requirements of radiocommunications systems below 10.6 GHz from generic UWB applications";"http://docdb.cept.org/download/357"
"ECC Reports";"ECC Report 065";"WGRA";"2005-06-02";"Active";"Auctions and beauty contests in CEPT administrations";"http://docdb.cept.org/download/361"
"ECC Reports";"ECC Report 066";"SE40";"2005-06-24";"Withdrawn";"Protection of aircraft from Satellite Earth Stations operating on the ground in the vicinity of airfields <br>
Note: This report is superseded by ECC Report 272 on 26 January 2018";"http://docdb.cept.org/download/363"
"ECC Reports";"ECC Report 067";"SE24";"2005-10-13";"Active";"Compatibility study for generic limits for the emission levels of inductive SRDs below 30MHz";"http://docdb.cept.org/download/365"
"ECC Reports";"ECC Report 068";"WGSE";"2005-06-24";"Active";"Compatibility studies in the band 5725-5875 MHz between Fixed Wireless Access (FWA) systems and other systems";"http://docdb.cept.org/download/367"
"ECC Reports";"ECC Report 069";"WGRA";"2005-06-28";"Active";"Formats for submission of information from administrations to the Office on conditions for operation of Earth stations aboard vessels within the separation distances identified in ITU RR Resolution 902";"http://docdb.cept.org/download/369"
"ECC Reports";"ECC Report 070";"WGNaN";"2005-10-12";"Active";"Service based on HESC";"http://docdb.cept.org/download/371"
"ECC Reports";"ECC Report 073";"SE24";"2005-10-13";"Active";"Compatibility of SRD in the FM radio broadcasting band";"http://docdb.cept.org/download/373"
"ECC Reports";"ECC Report 074";"WGNaN";"2005-10-31";"Active";"Access to Emergency Calls based on Voice Over IP";"http://docdb.cept.org/download/375"
"ECC Reports";"ECC Report 075";"WGNaN";"2005-10-31";"Active";"A Model for Interconnection in IP-Based Networks";"http://docdb.cept.org/download/377"
"ECC Reports";"ECC Report 076";"WGSE";"2006-02-17";"Active";"Cross-Border coordination of Multipoint Fixed Wireless Systems in frequency bands from 3.4 GHz to 33.4 GHz. <br>";"http://docdb.cept.org/download/379"
"ECC Reports";"ECC Report 077";"WGNaN";"2006-04-03";"Active";"Implementation of ACR supplementary service";"http://docdb.cept.org/download/385"
"ECC Reports";"ECC Report 078";"WGNaN";"2006-04-03";"Active";"IPv6 – The next generation Internet Protocol";"http://docdb.cept.org/download/387"
"ECC Reports";"ECC Report 079";"WGNaN";"2006-04-03";"Active";"High capacity DSL systems";"http://docdb.cept.org/download/389"
"ECC Reports";"ECC Report 080";"WGRA";"2006-03-30";"Active";"Enhancing harmonisation and introducing flexibility in the spectrum regulatory framework";"http://docdb.cept.org/download/391"
"ECC Reports";"ECC Report 081";"SE24";"2006-06-02";"Active";"The coexistence between Ultra Low Power - Animal Implant Devices (ULP-AID) operating in the frequency band 12.5-20 MHz and existing radiocommunication systems";"http://docdb.cept.org/download/393"
"ECC Reports";"ECC Report 082";"ECC PT1";"2006-06-02";"Active";"Compatibility study for UMTS operating within the GSM 900 and GSM 1800 frequency bands";"http://docdb.cept.org/download/395"
"ECC Reports";"ECC Report 083";"WGRA";"2006-06-22";"Active";"Licence exemption and its impact on the funding of the radio administration";"http://docdb.cept.org/download/397"
"ECC Reports";"ECC Report 084";"WGRA";"2006-05-23";"Active";"Analysis of responses on fees for Broadcasting and fees for Non-Commercial and Passive Service";"http://docdb.cept.org/download/399"
"ECC Reports";"ECC Report 085";"WGRA";"2006-11-02";"Active";"Guidance for 24 GHz Short Range Radar (SRR) enforcement";"http://docdb.cept.org/download/401"
"ECC Reports";"ECC Report 086";"WGNaN";"2006-09-29";"Active";"Consumer abuses and fraud issues relating to High Tariff services";"http://docdb.cept.org/download/403"
"ECC Reports";"ECC Report 087";"WGNaN";"2006-09-29";"Active";"The future of E.164 Numbering plans and allocation arrangements";"http://docdb.cept.org/download/405"
"ECC Reports";"ECC Report 088";"WGNaN";"2006-03-16";"Active";"Principles Related to Numbering Plans for SMS Short Codes";"http://docdb.cept.org/download/407"
"ECC Reports";"ECC Report 089";"RAFG";"2006-10-24";"Active";"A radio amateur entry level examination and licence";"http://docdb.cept.org/download/409"
"ECC Reports";"ECC Report 090";"WGSE";"2006-10-19";"Active";"Compatibility of wind profiler radars in the Radiolocation Service (RLS) with the Radionavigation Satellite Service (RNSS) in the band 1270-1295 MHz";"http://docdb.cept.org/download/411"
"ECC Reports";"ECC Report 091";"SE24";"2006-10-19";"Active";"Compatibility of  Earth Stations on board Vessels transmitting within the gaps in the CEPT Fixed Service channel plan for the lower 6 GHz band (5 925-6 425 MHz)";"http://docdb.cept.org/download/413"
"ECC Reports";"ECC Report 092";"SE24";"2006-10-19";"Active";"Coexistence between Ultra Low Power Active Medical Implants devices (ULP-AMI) and existing radiocommunication systems and services in the frequency bands 401-402 MHz and 405-406 MHz";"http://docdb.cept.org/download/416"
"ECC Reports";"ECC Report 093";"WGSE";"2006-10-09";"Active";"Compatibility between GSM equipment on board aircraft and terrestrial networks.<br>Revised ECC Report with Annex G (May 2008)";"http://docdb.cept.org/download/418"
"ECC Reports";"ECC Report 094";"SE24";"2006-12-14";"Active";"Technical requirements for UWB LDC devices to ensure the protection of FWA systems";"http://docdb.cept.org/download/421"
"ECC Reports";"ECC Report 095";"SE40";"2007-02-20";"Active";"Sharing between MSS systems using TDMA and MSS systems using CDMA in the band 1610 – 1626.5 MHz";"http://docdb.cept.org/download/423"
"ECC Reports";"ECC Report 096";"ECC PT1";"2007-04-04";"Active";"Compatibility between UMTS 900/1800 and systems operating in adjacent bands";"http://docdb.cept.org/download/425"
"ECC Reports";"ECC Report 097";"SE7";"2007-02-20";"Active";"Cross Border Interference for Land Mobile Technologies";"http://docdb.cept.org/download/428"
"ECC Reports";"ECC Report 098";"SE24";"2007-02-20";"Active";"Studying the compatibility issues of the UIC EUROLOOP system with other systems in the frequency band 9.5 to 17.5 MHz";"http://docdb.cept.org/download/430"
"ECC Reports";"ECC Report 099";"SE7";"2007-09-20";"Active";"TETRA Enhanced Data Services (TEDS): Impact on existing PMR/PAMR and Air Ground Air (AGA) systems in the 400 MHz band";"http://docdb.cept.org/download/432"
"ECC Reports";"ECC Report 100";"WGSE";"2007-02-20";"Active";"Compatibility studies in the band 3400- 3800 MHz between Broadband Wireless Access (BWA) systems and other services";"http://docdb.cept.org/download/439"
"ECC Reports";"ECC Report 101";"SE24";"2007-02-20";"Active";"Compatibility studies in the band 5855– 5925 MHz between Intelligent Transport Systems (ITS) and other systems";"http://docdb.cept.org/download/441"
"ECC Reports";"ECC Report 102";"WGFM";"2007-02-06";"Active";"Public protection and disaster relief spectrum requirements";"http://docdb.cept.org/download/443"
"ECC Reports";"ECC Report 103";"FM22";"2007-05-31";"Active";"UMTS coverage measurements";"http://docdb.cept.org/download/445"
"ECC Reports";"ECC Report 104";"WGSE";"2007-06-18";"Active";"Compatibility between mobile radio systems operating in the range 450-470 MHz and Digital Video Broadcasting - Terrestrial (DVB-T) system operating in UHF TV channel 21 (470-478 MHz)";"http://docdb.cept.org/download/447"
"ECC Reports";"ECC Report 105";"WGSE";"2007-06-18";"Active";"Protection of the Services Ancillary to Programme making/Services Ancillary to Broadcasting (SAP/SAB) from the broadcasting satellite service transmissions in the band 620-790 MHz";"http://docdb.cept.org/download/451"
"ECC Reports";"ECC Report 106";"WGNaN";"2007-07-13";"Active";"NGN and IMS Call Setup";"http://docdb.cept.org/download/453"
"ECC Reports";"ECC Report 107";"WGNaN";"2007-07-13";"Active";"Regulating Interoperability";"http://docdb.cept.org/download/455"
"ECC Reports";"ECC Report 108";"SE7";"2007-10-16";"Active";"Border Code Coordination between CDMA-PAMR Systems";"http://docdb.cept.org/download/457"
"ECC Reports";"ECC Report 109";"WGSE";"2007-09-13";"Active";"The aggregate impact from the proposed new systems (ITS, BBDR and BFWA) in the 5725-5925 MHz band on the other services/systems currently operating in this band";"http://docdb.cept.org/download/459"
"ECC Reports";"ECC Report 110";"WGSE";"2007-09-13";"Active";"Compatibility studies between Broad-Band Disaster Relief (BBDR) and other systems";"http://docdb.cept.org/download/461"
"ECC Reports";"ECC Report 111";"SE24";"2007-09-13";"Active";"Compatibility studies between Ground Based Synthetic Aperture Radar (GBSAR) and existing services in the range 17.1 GHz to 17.3 GHz";"http://docdb.cept.org/download/463"
"ECC Reports";"ECC Report 112";;"2007-09-13";"Withdrawn";"The impact of unwanted emissions of iridium satellites to radioastronomy stations in the band 1610.6-1613.8 MHz";"http://docdb.cept.org/download/465"
"ECC Reports";"ECC Report 113";"SE24";"2009-05-13";"Active";"Compatibility studies around 63 GHz between Intelligent Transport Systems (ITS) and other systems";"http://docdb.cept.org/download/467"
"ECC Reports";"ECC Report 114";"SE24";"2009-05-13";"Active";"Compatibility studies between multiple GIGABIT wireless systems in frequency range 57-66 GHz and other services and systems (except its in 63-64 GHz)";"http://docdb.cept.org/download/470"
"ECC Reports";"ECC Report 115";"SE40";"2008-02-01";"Active";"Use of the frequency band 8025-8400 MHz by EESS";"http://docdb.cept.org/download/474"
"ECC Reports";"ECC Report 116";"WGFM";"2008-02-25";"Active";"The possibilities and consequences of converting GE06 DVB-T allotments/assignments in Band III into T-DAB allotments/assignments including adjacent channel issues";"http://docdb.cept.org/download/476"
"ECC Reports";"ECC Report 117";"WGFM";"2010-09-15";"Active";"Managing the transition to Digital Sound Broadcasting in the frequency bands below 80 MHz.<br>
";"http://docdb.cept.org/download/477"
"ECC Reports";"ECC Report 118";"WGFM";"2008-02-25";"Active";"Monitoring methodology to assess the performance of GSM networks";"http://docdb.cept.org/download/480"
"ECC Reports";"ECC Report 119";"ECC PT1";"2008-07-10";"Active";"Coexistence between mobile systems in the 2.6 GHz frequency band at the FDD/TDD boundary";"http://docdb.cept.org/download/482"
"ECC Reports";"ECC Report 120";"SE24";"2008-07-10";"Active";"Technical requirements for UWB DAA (Detect and Avoid) devices to ensure the protection of radiolocation services in the bands 3.1 - 3.4 GHz and 8.5 - 9 GHz and BWA terminals in the band 3.4 - 4.2 GHz";"http://docdb.cept.org/download/484"
"ECC Reports";"ECC Report 121";"WGSE";"2008-09-22";"Active";"Compatibility studies between Professional Wireless Microphone Systems (PWMS) and other services/systems in the bands 1452-1492 MHz, 1492-1530 MHz, 1533-1559 MHz also considering the services/systems in the adjacent bands (below 1452 MHz and above 1559 MHz).";"http://docdb.cept.org/download/486"
"ECC Reports";"ECC Report 122";"WGSE";"2008-09-22";"Active";"The compatibility between GSM use onboard vessels and land-based networks";"http://docdb.cept.org/download/505"
"ECC Reports";"ECC Report 123";"SE24";"2008-09-22";"Active";"The impact of Object Discrimination and Characterization (ODC) applications using Ultra-Wideband (UWB) technology on radio services";"http://docdb.cept.org/download/512"
"ECC Reports";"ECC Report 124";"SE19";"2008-09-22";"Active";"Coexistence between Fixed Service operating in 71-76 / 81-86 GHz and the passive services";"http://docdb.cept.org/download/516"
"ECC Reports";"ECC Report 125";"WGRA";"2008-10-02";"Active";"Guidelines for the implementation of impact assessment in relation to spectrum matters";"http://docdb.cept.org/download/518"
"ECC Reports";"ECC Report 126";"WGNaN";"2008-10-21";"Active";"Fixed-Mobile Convergence with survey of Numbering related issues";"http://docdb.cept.org/download/520"
"ECC Reports";"ECC Report 127";"ECC";"2008-11-11";"Active";"The impact of receiver standards on spectrum management";"http://docdb.cept.org/download/522"
"ECC Reports";"ECC Report 128";"SE40";"2012-09-28";"Active";"Compatibility studies between pseudolites and services in the frequency bands 1164-1215, 1215-1300 and 1559-1610 MHz";"http://docdb.cept.org/download/529"
"ECC Reports";"ECC Report 129";"FM44";"2009-02-05";"Active";"Technical and operational provisions required for the use of GNSS repeaters";"http://docdb.cept.org/download/532"
"ECC Reports";"ECC Report 130";"WGRA";"2009-02-10";"Active";"Enforcement benchmarking";"http://docdb.cept.org/download/534"
"ECC Reports";"ECC Report 131";"ECC PT1";"2009-02-06";"Active";"Derivation of a Block Edge Mask (BEM) for terminal stations in the 2.6 GHz frequency band (2500-2690 MHz)";"http://docdb.cept.org/download/536"
"ECC Reports";"ECC Report 132";"WGRA";"2009-06-09";"Active";"Light Licensing, Licence-Exempt and Commons";"http://docdb.cept.org/download/538"
"ECC Reports";"ECC Report 133";"WGNaN";"2009-10-06";"Active";"Increasing Trust in Calling Line Identification and
Originating Identification";"http://docdb.cept.org/download/540"
"ECC Reports";"ECC Report 134";"SE24";"2009-09-09";"Active";"Analysis of potential impact of mobile Vehicle Radars (VR) on Radar Speed Meters (RSM) operating at 24 GHz";"http://docdb.cept.org/download/542"
"ECC Reports";"ECC Report 135";"SE24";"2009-09-09";"Active";"Inductive limits in the frequency range 9 kHz to 148.5 kHz";"http://docdb.cept.org/download/544"
"ECC Reports";"ECC Report 136";"FM22";"2009-10-19";"Active";"Practical considerations regarding remote monitoring stations";"http://docdb.cept.org/download/546"
"ECC Reports";"ECC Report 137";"WGRA";"2010-02-05";"Active";"Introducing greater flexibility in the current regulatory structure with a view to taking forward convergence and harmonisation in the ECC";"http://docdb.cept.org/download/548"
"ECC Reports";"ECC Report 138";"ECC";"2010-06-30";"Active";"Measurements on the performance of DVB-T receivers in the presence of interference from the mobile service (especially from UMTS)";"http://docdb.cept.org/download/550"
"ECC Reports";"ECC Report 139";"SE24";"2010-02-12";"Active";"Impact of Level Probing Radars (LPR), using Ultra-Wideband Technology on Radiocommunications Services";"http://docdb.cept.org/download/552"
"ECC Reports";"ECC Report 140";"WGSE";"2010-05-19";"Active";"Compatibility between RLAN on-board aircraft and radars in the frequency bands 5250-5350 MHz and 5470-5725 MHz
";"http://docdb.cept.org/download/569"
"ECC Reports";"ECC Report 141";"WGFM";"2010-06-07";"Active";"Future possibilities for the digitalisation of band II (87.5-108 MHz).<br><br> Attachments include Technical supplement to ECC Report 141 (Band II - Digitization)";"http://docdb.cept.org/download/572"
"ECC Reports";"ECC Report 142";"ECC";"2010-02-23";"Active";"Rearrangement activities for broadcasting services in order to free the sub-band 790 - 862 MHz";"http://docdb.cept.org/download/576"
"ECC Reports";"ECC Report 143";"WGNaN";"2010-02-22";"Active";"Practical Improvements in Handling 112 Emergency Calls: Caller Location Information";"http://docdb.cept.org/download/578"
"ECC Reports";"ECC Report 144";"WGNaN";"2010-02-22";"Active";"Preparing for IPv6";"http://docdb.cept.org/download/580"
"ECC Reports";"ECC Report 145";"FM44";"2010-06-07";"Active";"Regulatory Framework for Global Navigation satellite system (GNSS) repeaters";"http://docdb.cept.org/download/582"
